Equipment ID,EquipmentName,UniqueName,BarcodeNumber,Category,Subcategory,SerialNumber,ModelNumber,Manufacturer,Location,Facility ResQ ID,Facility Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10293,Bagel Toaster EQ10293,Bagel Toaster,EQ10293F270,Food Preparation Equipment,Grills/Toasters,Tq3161211a0046,QCS3-1600b,Holman,NA,F270,Tim Hortons #4202,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10334,Bagel Toaster EQ10334,Bagel Toaster,EQ10334F269,Food Preparation Equipment,Grills/Toasters,TQ3160412A0060,QCS-3-1600B,Holman,,F269,Tim Hortons #0536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10371,Bagel Toaster EQ10371,Bagel Toaster,EQ10371F209,Food Preparation Equipment,Grills/Toasters,Serial #:TQ3161210A0023,QCS3-1600B,Holman,,F209,Tim Hortons #1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10424,Bagel Toaster EQ10424,Bagel Toaster,EQ10424F208,Food Preparation Equipment,Grills/Toasters,Serial #: 234277013-08/06,QCS3-1600B,Holman,,F208,Tim Hortons #1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10461,Bagel Toaster EQ10461,Bagel Toaster,EQ10461F207,Food Preparation Equipment,Grills/Toasters,,QCS3-1600B,Holman,,F207,Tim Hortons #1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10504,Bagel Toaster EQ10504,Bagel Toaster,EQ10504F206,Food Preparation Equipment,Grills/Toasters,Serial #: TQ 3161211A0063,QCS3-1600B,Holman,,F206,Tim Hortons #1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10539,Bagel Toaster EQ10539,Bagel Toaster,EQ10539F205,Food Preparation Equipment,Grills/Toasters,BJ,QCS3-1600B,Holman,,F205,Tim Hortons #2674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10573,Bagel Toaster EQ10573,Bagel Toaster,EQ10573F204,Food Preparation Equipment,Grills/Toasters,Serial #:234308006-08/06,QCS3-1600B,Holman,,F204,Tim Hortons #2959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10628,Bagel Toaster EQ10628,Bagel Toaster,EQ10628F203,Food Preparation Equipment,Grills/Toasters,,QCS3-1600B,Holman,,F203,Tim Hortons #3205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10648,Bagel Toaster EQ10648,Bagel Toaster,EQ10648F202,Food Preparation Equipment,Grills/Toasters,Serial #: TQ 3161211A0063,QCS3-1600B,Holman,NA,F202,Tim Hortons #3284,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10729,Bagel Toaster EQ10729,Bagel Toaster,EQ10729F201,Food Preparation Equipment,Grills/Toasters,NA - Under Warranty,6220,Neico,FOH,F201,Tim Hortons #3493,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10770,Bagel Toaster EQ10770,Bagel Toaster,EQ10770F200,Food Preparation Equipment,Grills/Toasters,Serial #: TQ3160911A0034,QCS3-1600B,Holman,,F200,Tim Hortons #4153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10826,Bagel Toaster EQ10826,Bagel Toaster,EQ10826F199,Food Preparation Equipment,Grills/Toasters,Serial #: illegible,QCS3-1600B,Holman,,F199,Tim Hortons #0542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10844,Bagel Toaster EQ10844,Bagel Toaster,EQ10844F198,Food Preparation Equipment,Grills/Toasters,432-36954,6220,Neico,,F198,Tim Hortons #6217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10861,Bagel Toaster EQ10861,Bagel Toaster,EQ10861F268,Food Preparation Equipment,Grills/Toasters,431-36018,6220,Neico,,F268,Tim Hortons #1709 [Deactivated],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10895,Bagel Toaster EQ10895,Bagel Toaster,EQ10895F267,Food Preparation Equipment,Grills/Toasters,334-35811,6220,Nieco,,F267,Tim Hortons #2156 [Deactivated],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10941,Bagel Toaster EQ10941,Bagel Toaster,EQ10941F266,Food Preparation Equipment,Grills/Toasters,431-36448,6220,Neico,,F266,Tim Hortons #3618 [Deactivated],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11002,Bagel Toaster EQ11002,Bagel Toaster,EQ11002F265,Food Preparation Equipment,Grills/Toasters,241355017-1107,QCS-3-1600B,Holman,,F265,Tim Hortons #0934 [Deactivated],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11028,Bagel Toaster EQ11028,Bagel Toaster,EQ11028F197,Food Preparation Equipment,Grills/Toasters,Warranty Expired September 2015,6220,Neico,,F197,Tim Hortons #1652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11062,Bagel Toaster EQ11062,Bagel Toaster,EQ11062F196,Food Preparation Equipment,Grills/Toasters,N/A- Warranty expires in June 2016,6220,Neico,,F196,Tim Hortons #0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11095,Bagel Toaster EQ11095,Bagel Toaster,EQ11095F195,Food Preparation Equipment,Grills/Toasters,333-34726,6220,Neico,,F195,Tim Hortons #2658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11137,Bagel Toaster EQ11137,Bagel Toaster,EQ11137F194,Food Preparation Equipment,Grills/Toasters,334-35380Out of warranty as of December 2015,6220,Neico,,F194,Tim Hortons #3123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11166,Bagel Toaster EQ11166,Bagel Toaster,EQ11166F193,Food Preparation Equipment,Grills/Toasters,631-41311,9220,Neico,FOH,F193,Tim Hortons #4280,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11204,Bagel Toaster EQ11204,Bagel Toaster,EQ11204F192,Food Preparation Equipment,Grills/Toasters,Cant Access the back of unit. Ask staff,6620,Neico,,F192,Tim Hortons #5896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11218,Bagel Toaster EQ11218,Bagel Toaster,EQ11218F191,Food Preparation Equipment,Grills/Toasters,432-37059,6220,Neico,,F191,Tim Hortons #0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11257,Bagel Toaster EQ11257,Bagel Toaster,EQ11257F190,Food Preparation Equipment,Grills/Toasters,,QCS-3-1600,Holman,,F190,Tim Hortons #0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11340,Bagel Toaster EQ11340,Bagel Toaster,EQ11340F186,Food Preparation Equipment,Grills/Toasters,23410301-08,QCS-16,Holman,,F186,Tim Hortons #0737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11378,Bagel Toaster EQ11378,Bagel Toaster,EQ11378F186,Food Preparation Equipment,Grills/Toasters,6314-1104,6220,Neico,na,F186,Tim Hortons #0737,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11571,Bagel Toaster EQ11571,Bagel Toaster,EQ115712268,Food Preparation Equipment,Grills/Toasters,TQ3160615A0001,QCS-3-1600B,Holman,N/A,F299,Tim Hortons #2268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11598,Bagel Toaster EQ11598,Bagel Toaster,EQ11598971,Food Preparation Equipment,Grills/Toasters,TQ3161212A0053,QCS-3-1600B,Holman,N/A,F298,Tim Hortons #0971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11896,Bagel Toaster EQ11896,Bagel Toaster,F222EQ11896,Food Preparation Equipment,Grills/Toasters,734-46109,6225,Nieco,NA,F222,Tim Hortons #4007,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ12358,Bagel Toaster EQ12358,Bagel Toaster,F321EQ12358,Food Preparation Equipment,Grills/Toasters,332-34167,6220,Nieco,NA,F321,Tim Hortons #2286,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ12377,Bagel Toaster EQ12377,Bagel Toaster,F315EQ12377,Food Preparation Equipment,Grills/Toasters,TQ3160113A0091,QCS-3-1600B,Holman,NA,F315,Tim Hortons #2491,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ12438,Bagel Toaster EQ12438,Bagel Toaster,F318EQ12438,Food Preparation Equipment,Grills/Toasters,TQ316112A0016,QCS-3-1600B,Star/Holman,NA,F318,Tim Hortons #3335,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ12497,Bagel Toaster EQ12497,Bagel Toaster,F319EQ12497,Food Preparation Equipment,Grills/Toasters,TQ3161211A0033,QCS-3-1600B,Holman,NA,F319,Tim Hortons #4420,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ12557,Bagel Toaster EQ12557,Bagel Toaster,F317EQ12557,Food Preparation Equipment,Grills/Toasters,TQ3161008A0040,QCS-3-1600B,Holman,NA,F317,Tim Hortons #2370,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ12617,Bagel Toaster EQ12617,Bagel Toaster,F316EQ12617,Food Preparation Equipment,Grills/Toasters,TQ3161108A0014,QCS-3-1600B,Holman,FOH,F316,Tim Hortons #3342,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ12714,Bagel Toaster EQ12714,Bagel Toaster,F320EQ12714,Food Preparation Equipment,Grills/Toasters,533-40294,6220,Nieco,NA,F320,Tim Hortons #2871,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ12806,Bagel Toaster EQ12806,Bagel Toaster,F312EQ12806,Food Preparation Equipment,Grills/Toasters,333-34393,6220,Nieco,Drive Thru,F312,Tim Hortons #3623,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ12808,Bagel Toaster EQ12808,Bagel Toaster,F312EQ12808,Food Preparation Equipment,Grills/Toasters,NA,NA,NA,NA,F312,Tim Hortons #3623,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ12819,Bagel Toaster EQ12819,Bagel Toaster,F312EQ12819,Food Preparation Equipment,Grills/Toasters,241852023-01/08,QCS-Q3-16B,Holman,BOH,F312,Tim Hortons #3623,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ12899,Bagel Toaster EQ12899,Bagel Toaster,F314EQ12899,Food Preparation Equipment,Grills/Toasters,333-34900,6220,Nieco,NA,F314,Tim Hortons #0525,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ12933,Bagel Toaster EQ12933,Bagel Toaster,F304EQ12933,Food Preparation Equipment,Grills/Toasters,Wiped,NA,Holman,NA,F304,Tim Hortons #628,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ12984,Bagel Toaster EQ12984,Bagel Toaster,F322EQ12984,Food Preparation Equipment,Grills/Toasters,334-35363,6220,Neico,NA,F322,Tim Hortons #1989,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ13071,Bagel Toaster EQ13071,Bagel Toaster,F302EQ13071,Food Preparation Equipment,Grills/Toasters,N/A,N/A,HOLMAN,FOH,F302,Tim Hortons #2743,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ13234,Bagel Toaster EQ13234,Bagel Toaster,F305EQ13234,Food Preparation Equipment,Grills/Toasters,631-41147,6220,Neico,FOH,F305,Tim Hortons #2784,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ13332,Bagel Toaster EQ13332,Bagel Toaster,EQ133322873,Food Preparation Equipment,Grills/Toasters,Wiped,QCS-3,Holman,NA,F342,Tim Hortons #2873,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ13391,Bagel Toaster EQ13391,Bagel Toaster,EQ133913031,Food Preparation Equipment,Grills/Toasters,NA,NA,HOLMAN,NA,F343,Tim Hortons #3031,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7510,Bagel Toaster EQ7510,Bagel Toaster,EQ7510F264,Food Preparation Equipment,Grills/Toasters,Not accessible,6220,Neico,behind sandwich station,F264,Tim Hortons #1221,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7552,Bagel Toaster EQ7552,Bagel Toaster,EQ7552F263,Food Preparation Equipment,Grills/Toasters,,6220,Neico,,F263,Tim Hortons #1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7617,Bagel Toaster EQ7617,Bagel Toaster,EQ7617F262,Food Preparation Equipment,Grills/Toasters,1490,,Nieco,,F262,Tim Hortons #2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7628,Bagel Toaster EQ7628,Bagel Toaster,EQ7628F261,Food Preparation Equipment,Grills/Toasters,NA,,Holman,,F261,Tim Hortons #2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7641,Bagel Toaster EQ7641,Bagel Toaster,EQ7641F260,Food Preparation Equipment,Grills/Toasters,,,Holman,,F260,Tim Hortons #2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7702,Bagel Toaster EQ7702,Bagel Toaster,EQ7702F259,Food Preparation Equipment,Grills/Toasters,N/a (1328),6220,Neico,,F259,Tim Hortons #2728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7703,Bagel Toaster EQ7703,Bagel Toaster,EQ7703F258,Food Preparation Equipment,Grills/Toasters,631- Manufactured Feb 2016,6220,Neico,FOH,F258,Tim Hortons #2983,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7771,Bagel Toaster EQ7771,Bagel Toaster,EQ7771F257,Food Preparation Equipment,Grills/Toasters,332-340511419,6220,Neico,,F257,Tim Hortons #4969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7937,Bagel Toaster EQ7937,Bagel Toaster,EQ7937F251,Food Preparation Equipment,Grills/Toasters,TQ 3160115A0004,QCS-3-1600,Holman,,F251,Tim Hortons #2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7959,Bagel Toaster EQ7959,Bagel Toaster,EQ7959F250,Food Preparation Equipment,Grills/Toasters,,970 A,Holman,,F250,Tim Hortons #3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8008,Bagel Toaster EQ8008,Bagel Toaster,EQ8008F249,Food Preparation Equipment,Grills/Toasters,TQ3160415A0003,QCS-3-160BC,Star,,F249,Tim Hortons #3143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8042,Bagel Toaster EQ8042,Bagel Toaster,EQ8042F248,Food Preparation Equipment,Grills/Toasters,334-35969,6220,Nieco,,F248,Tim Hortons #5792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8121,Bagel Toaster EQ8121,Bagel Toaster,EQ8121F247,Food Preparation Equipment,Grills/Toasters,333-34976,6220,Neico,,F247,Tim Hortons #5388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8153,Bagel Toaster EQ8153,Bagel Toaster,EQ8153F246,Food Preparation Equipment,Grills/Toasters,333-35209,6220,Nieco,,F246,Tim Hortons #5544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8232,Bagel Toaster EQ8232,Bagel Toaster,EQ8232F245,Food Preparation Equipment,Grills/Toasters,333-34904,6220,Neico,,F245,Tim Hortons #0460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8250,Bagel Toaster EQ8250,Bagel Toaster,EQ8250F244,Food Preparation Equipment,Grills/Toasters,Wiped (SPARE),Wiped,Holman,,F244,Tim Hortons #1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8253,Bagel Toaster EQ8253,Bagel Toaster,EQ8253F244,Food Preparation Equipment,Grills/Toasters,431-36250,6220,Neico,,F244,Tim Hortons #1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8326,Bagel Toaster EQ8326,Bagel Toaster,EQ8326F243,Food Preparation Equipment,Grills/Toasters,334-35767 Dec 02 2013,6220,Neico,,F243,Tim Hortons #2341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8382,Bagel Toaster EQ8382,Bagel Toaster,EQ8382F239,Food Preparation Equipment,Grills/Toasters,333-35182,6220,Nieco,,F239,Tim Hortons #2373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8430,Bagel Toaster EQ8430,Bagel Toaster,EQ8430F238,Food Preparation Equipment,Grills/Toasters,334-35929,6220,Nieco,,F238,Tim Hortons #2385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8432,Bagel Toaster EQ8432,Bagel Toaster,EQ8432F237,Food Preparation Equipment,Grills/Toasters,432-37030,6220,Nieco,,F237,Tim Hortons #2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8479,Bagel Toaster EQ8479,Bagel Toaster,EQ8479F242,Food Preparation Equipment,Grills/Toasters,,6220,Neico,,F242,Tim Hortons #2751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8522,Bagel Toaster EQ8522,Bagel Toaster,EQ8522F234,Food Preparation Equipment,Grills/Toasters,TQ3160410A0023,QCS-3-1600B,Holman,,F234,Tim Hortons #3847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8572,Bagel Toaster EQ8572,Bagel Toaster,EQ8572F234,Food Preparation Equipment,Grills/Toasters,Wiped (SPARE),QCS-3,Holman,,F234,Tim Hortons #3847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8596,Bagel Toaster EQ8596,Bagel Toaster,EQ8596F233,Food Preparation Equipment,Grills/Toasters,TQ3161212A0059,QCS-3-1600B,Holman,,F233,Tim Hortons #4923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8644,Bagel Toaster EQ8644,Bagel Toaster,EQ8644F236,Food Preparation Equipment,Grills/Toasters,333-39330,6220,Nieco,,F236,Tim Hortons #5551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8668,Bagel Toaster EQ8668,Bagel Toaster,EQ8668F235,Food Preparation Equipment,Grills/Toasters,534-40550,6220,Nieco,,F235,Tim Hortons #6301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8720,Bagel Toaster EQ8720,Bagel Toaster,EQ8720F188,Food Preparation Equipment,Grills/Toasters,,6220,Neico,,F188,Tim Hortons #0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8721,Bagel Toaster EQ8721,Bagel Toaster,EQ8721F188,Food Preparation Equipment,Grills/Toasters,,,Holman,,F188,Tim Hortons #0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8840,Bagel Toaster EQ8840,Bagel Toaster,EQ8840F284,Food Preparation Equipment,Grills/Toasters,533-40297,6220,Neico,,F284,Tim Hortons #2252 [Deactivated],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8842,Bagel Toaster EQ8842,Bagel Toaster,EQ8842F283,Food Preparation Equipment,Grills/Toasters,Wiped,QCS-3,Holman,,F283,Tim Hortons #2961 [Deactivated],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8898,Bagel Toaster EQ8898,Bagel Toaster,EQ8898F282,Food Preparation Equipment,Grills/Toasters,533-40269,6220,Neico,,F282,Tim Hortons #3956 [Deactivated],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8911,Bagel Toaster EQ8911,Bagel Toaster,EQ8911F281,Food Preparation Equipment,Grills/Toasters,TQ 3160113A0015,QCS-3-1600B,Holman,,F281,Tim Hortons #2753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8955,Bagel Toaster EQ8955,Bagel Toaster,EQ8955F280,Food Preparation Equipment,Grills/Toasters,432-37166,6220,Neico,,F280,Tim Hortons #2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9034,Bagel Toaster EQ9034,Bagel Toaster,EQ9034F279,Food Preparation Equipment,Grills/Toasters,N/A,QCS-3-1600B,Holman,,F279,Tim Hortons #4354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9046,Bagel Toaster EQ9046,Bagel Toaster,EQ9046F278,Food Preparation Equipment,Grills/Toasters,432-36551-Apr 2014,6220,Neico,,F278,Tim Hortons #5524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9079,Bagel Toaster EQ9079,Bagel Toaster,EQ9079F277,Food Preparation Equipment,Grills/Toasters,TQ3161110A0056,QCS-3-1600B,Holman,,F277,Tim Hortons #0927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9140,Bagel Toaster EQ9140,Bagel Toaster,EQ9140F276,Food Preparation Equipment,Grills/Toasters,634-43558,6225,Nieco,NA,F276,Tim Hortons #1571,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9169,Bagel Toaster EQ9169,Bagel Toaster,EQ9169F275,Food Preparation Equipment,Grills/Toasters,333-34284,6220,Neico,,F275,Tim Hortons #4188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9194,Bagel Toaster EQ9194,Bagel Toaster,EQ9194F274,Food Preparation Equipment,Grills/Toasters,333-34191,6220,Nieco,,F274,Tim Hortons #0590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9236,Bagel Toaster EQ9236,Bagel Toaster,EQ9236F273,Food Preparation Equipment,Grills/Toasters,332-34189,6220,Nieco,,F273,Tim Hortons #0683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9276,Bagel Toaster EQ9276,Bagel Toaster,EQ9276F273,Food Preparation Equipment,Grills/Toasters,TQ316011,QCS-3-1600,Holman,,F273,Tim Hortons #0683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9335,Bagel Toaster EQ9335,Bagel Toaster,EQ9335F230,Food Preparation Equipment,Grills/Toasters,Left Serial #: TQ3160309A0051 ,QCS3-1600B,Holman,,F230,Tim Hortons #1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9337,Bagel Toaster EQ9337,Bagel Toaster,EQ9337F230,Food Preparation Equipment,Grills/Toasters,Right,QCS3-1600B,Holman,,F230,Tim Hortons #1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9348,Bagel Toaster EQ9348,Bagel Toaster,EQ9348F229,Food Preparation Equipment,Grills/Toasters,534-40563,9220,Neico,FOH,F229,Tim Hortons #2699,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9402,Bagel Toaster EQ9402,Bagel Toaster,EQ9402F228,Food Preparation Equipment,Grills/Toasters,Serial #: 234277044-08106,QCS3-1600B,Holman,,F228,Tim Hortons #2934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9444,Bagel Toaster EQ9444,Bagel Toaster,EQ9444F227,Food Preparation Equipment,Grills/Toasters,,QCS3-1600B,Holman,,F227,Tim Hortons #2967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9477,Bagel Toaster EQ9477,Bagel Toaster,EQ9477F226,Food Preparation Equipment,Grills/Toasters,,QCS3-1600B,Holman,,F226,Tim Hortons #3144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9533,Bagel Toaster EQ9533,Bagel Toaster,EQ9533F225,Food Preparation Equipment,Grills/Toasters,,QCS3-1600B,Holman,,F225,Tim Hortons #3149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9575,Bagel Toaster EQ9575,Bagel Toaster,EQ9575F224,Food Preparation Equipment,Grills/Toasters,23427044-08,QCS3-1600B,Holman,,F224,Tim Hortons #3247,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9633,Bagel Toaster EQ9633,Bagel Toaster,EQ9633F223,Food Preparation Equipment,Grills/Toasters,N/A,QCS3-1600B,Holman,,F223,Tim Hortons #3584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9670,Bagel Toaster EQ9670,Bagel Toaster,EQ9670F215,Food Preparation Equipment,Grills/Toasters,,QCS3-1600B,Holman,,F215,Tim Hortons #3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9757,Bagel Toaster EQ9757,Bagel Toaster,EQ9757F210,Food Preparation Equipment,Grills/Toasters,TP316111OA0023,QCS3-1600B,Holman,,F210,Tim Hortons #3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9758,Bagel Toaster EQ9758,Bagel Toaster,EQ9758F222,Food Preparation Equipment,Grills/Toasters,Serial #: TQ 3160311A0013,QCS3-1600B,Holman,,F222,Tim Hortons #4007,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9848,Bagel Toaster EQ9848,Bagel Toaster,EQ9848F221,Food Preparation Equipment,Grills/Toasters,Serial # : TQ 3161011A0054,QCS3-1600B,Holman,,F221,Tim Hortons #4318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9852,Bagel Toaster EQ9852,Bagel Toaster,EQ9852F220,Food Preparation Equipment,Grills/Toasters,,QCS3-1600B,Holman,,F220,Tim Hortons #4395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9922,Bagel Toaster EQ9922,Bagel Toaster,EQ9922F218,Food Preparation Equipment,Grills/Toasters,,QCS3-1600B,Holman,,F218,Tim Hortons #4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9967,Bagel Toaster EQ9967,Bagel Toaster,EQ9967F214,Food Preparation Equipment,Grills/Toasters,Serial #: 431-36480,6220,Neico,,F214,Tim Hortons #5556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ13319,Equipment EQ13319,Bagel Toaster,EQ133192207,Food Preparation Equipment,Grills/Toasters,33339681,6220,Nieco,NA,F341,Tim Hortons #2207,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9909,Sandwich Unit EQ9909,Bagel Toaster,EQ9909F219,Food Preparation Equipment,Grills/Toasters,2.06371E+12,QC5216008,Holman,NA,F219,Tim Hortons #4665,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18702,Toaster Conveyer,Bagel Toaster,A00000004R1,Food Preparation Equipment,Grills/Toasters,,,QCS,NA,F479,Milestones (Queensway),equipment/images/images_Mv1bLRw.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18698,Toaster Conveyer,Bagel Toaster,A00000004TZ,Food Preparation Equipment,Grills/Toasters,,,Holman,NA,F479,Milestones (Queensway),equipment/images/images_S0lg9wk.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17246,Toaster Oven,Bagel Toaster,A00000001X4,Food Preparation Equipment,Grills/Toasters,,,Nieco,NA,F401,Tim Hortons #0979,equipment/images/images_VOTAyVX.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ20299,Meat Band Saw,Band Saw,A00000007EO,Food Preparation Equipment,Smallware,8606,1433,Biro,NA,F544,Paramount Butcher Shop - Yonge Eglinton,/equipment/images/images_0mk5aMG.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16310,Bar Tap,Bar Tap,A00000001NF,Beverage Equipment,Iced Beverage Machine,NA,NA,NA,,F384,Banknote Bar,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ20512,Blender,Blender,A000000078P,Food Preparation Equipment,Smallware,110424,CQB1,BlendTec,,F549,Denny's - Vaughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
